Module Code,Title,Credits
NS6141,HEALTHCARE COLLABORATIVE PRACTICE ,9
NS6142,THERAPEUTIC ENGAGEMENT ,9
NS6152,PERINATAL BEREAVEMENT AND LOSS ,9
NS6162,'PERSON IN CHARGE' LEADERSHIP WITHIN INTELLECTUAL ,9
NS6172,SAFETY PLANNING AND RISK MANAGEMENT IN MENTAL ,9
NS6192,LEADING AND MANAGING INFECTION PREVENTION AND ,9
NS6201,ADVANCED ASSESSMENT IN RESPIRATORY NURSING ,9
NS6202,TRACHEOSTOMY CARE ,9
NS6302,INFECTION PREVENTION AND CONTROL IN HEALTHCARE ,9
NS6401,CLINICAL PRACTICUM 1 ,9
NS6402,CLINICAL PRACTICUM 2 ,9
NS6411,PHILOSOPHICAL UNDERPINNINGS OF GERONTOLOGY CARE ,9
NS6412,MANAGEMENT AND CO-ORDINATION OF GERONTOLOGY ,9
NS6502,HEALTH PROMOTION IN HEALTHCARE PRACTICE ,9
OT4001,PHYSIOLOGY OF HUMAN PERFORMANCE 1 ,6
OT4002,ANATOMY OF HUMAN PERFORMANCE 2 ,9
OT4003,PHYSIOLOGY OF HUMAN PERFORMANCE 2 ,6
OT4004,PRACTICE EDUCATION 1 ,6
OT4005,PRACTICE EDUCATION 3 ,18
OT4006,THERAPEUTIC STRATEGIES AND APPROACHES IN ,12
OT4007,OCCUPATION IN CONTEXT ,3
OT4008,PRACTICE EDUCATION 4 ,18
OT4011,ANATOMY OF HUMAN PERFORMANCE 1 ,6
OT4012,OCCUPATIONAL THERAPY WITH CHILDREN AND FAMILIES ,9
OT4013,OCCUPATIONAL THERAPY FOR PEOPLE LIVING WITH ,3
OT4014,PERSON OCCUPATION ENVIRONMENT 1 ,18
OT4015,PERSON OCCUPATION ENVIRONMENT 2 ,12
OT4016,COMMUNITY ENGAGEMENT AND SERVICE LEARNING IN ,6
OT4017,OCCUPATIONAL THERAPY FOR OLDER ADULTS AND PEOPLE ,12
OT4021,SCIENCE OF OCCUPATION ,6
OT4022,EVIDENCE BASED PRACTICE IN OCCUPATIONAL THERAPY ,6
OT4023,OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN ,9
OT4024,SOCIOLOGY OF HEALTH AND ILLNESS FOR OCCUPATIONAL ,6
OT4027,OCCUPATIONAL THERAPY AND PUBLIC HEALTH ,6
OT4031,INTRODUCTION TO PROFESSIONAL PRACTICE ,6
OT4033,PSYCHOLOGY OF INDIVIDUALS AND GROUPS ,6
OT4034,PRACTICE EDUCATION 2 ,18
OT4041,OCCUPATIONAL DEVELOPMENT THROUGH THE LIFESPAN ,6
OT4044,PRACTICE EDUCATION PORTFOLIO ,12
OT5001,INDEPENDENT LEARNING MODULE 1 ,9
OT5002,RESEARCH METHODS FOR CLINICAL THERAPISTS ,12
OT5011,EXERCISE AND OCCUPATION FOR HEALTH ,9
OT5012,"AGEING, HEALTH AND SOCIETY ",9
OT5021,THE SCIENCE OF OCCUPATION ,9
OT5031,REDESIGNING LIFESTYLE ,9
OT5091,INDEPENDENT LEARNING MODULE 2 ,9
OT6000,PRACTICE EDUCATION 2 ,9
OT6002,PERSON - OCCUPATION - ENVIRONMENT 1 ,12
OT6003,Fieldwork Practice 1 ,6
OT6004,Fieldwork Practice 2 ,6
OT6005,Fieldwork Practice 3 ,6
OT6006,Fieldwork Practice 4 ,15
OT6012,OCCUPATIONAL DEVELOPMENT THROUGH THE LIFESPAN ,6
OT6013,Analysis and Review of Systematic Approaches in Human ,6
OT6014,Person - Occupation - Enviornment 1 ,6
OT6015,Person- Occupation - Enviornment 2 ,15
OT6016,Person- Occupation - Enviornment 3 ,15
OT6022,SEMINAR IN PROFESSIONAL PACTICE ISSUES ,6
OT6023,Occupational Development through the Lifespan ,6
OT6024,Occupational Therapy Project 1 ,6
OT6025,Seminar in Professional Practise Issues ,6
OT6026,Occupational Therapy Project 3 ,6
OT6032,SEMINAR IN PROFESSIONAL PRACTICE ISSUES ,6
OT6033,Occupational Therapy Approaches to problems in human ,6
OT6034,PRACTICE EDUCATION 4 ,15
OT6035,Occupational Therapy Project 2 ,6
OT6041,OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN ,12
OT6043,PRACTICE EDUCATION 3 ,9
OT6044,PERSON - OCCUPATION - ENVIRONMENT 3 ,15
OT6045,Seminar in Health/Welfare Systems and Management for ,6
OT6051,SCIENCE OF OCCUPATION ,6
OT6053,PERSON - OCCUPATION - ENVIRONMENT 2 ,15
OT6054,OCCUPATIONAL THERAPY PROJECT 4 ,12
OT6061,PRACTICE EDUCATION 1 ,6
OT6062,PERSON OCCUPATION ENVIRONMENT 1 ,12
OT6063,LIFESTYLE REDESIGN THROUGH OCCUPATION ,9
OT6071,THE ANATOMY & PHYSIOLOGY OF HUMAN PERFORMANCE ,9
OT6072,LIFESTYLE REDESIGN THROUGH OCCUPATION ,6
OT6073,OCCUPATIONAL THERAPY PROJECT 3 ,9
OT6081,PRACTICE EDUCATION 1 (OT) ,6
OT6082,PRACTICE EDUCATION 4 (OT) ,18
OT6083,PRACTICE EDUCATION 2 (OT) ,18
OT6091,OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN ,9
OT6101,OCCUPATION IN CONTEXT ,3
OT6111,THE ANATOMY AND PHYSIOLOGY OF HUMAN PERFORMANCE ,12
OT6201,PERSON OCCUPATION ENVIRONMENT 2 ,12
OT6301,PRACTICE EDUCATION 3 (OT) ,18
PI4024,PHILOSOPHY AND ETHICS IN HEALTH STUDIES ,3
PI4903,"PHILOSOPHY, ETHICS AND LEGAL ISSUES FOR NURSING ",6
PN4001,TECHNICAL GRAPHICS 1 ,6
PN4002,TECHNICAL GRAPHICS 2 ,6
PN4003,TECHNICAL GRAPHICS AND 2D CAD ,6
PN4005,ENGINEERING DESIGN GRAPHICS 1 ,6
PN4006,ENGINEERING DESIGN GRAPHICS 2 (E) ,6
PN4007,BTECH EDUCATION (MATS AND ENG) PROJECT 1 ,6
PN4008,BTECH EDUCATION (MATS AND ENG) PROJECT 2 ,12
PN4011,DESIGN AND COMMUNICATION GRAPHICS 1 ,6
PN4012,DESIGN AND COMMUNICATION GRAPHICS 2 ,6
PN4013,TECHNICAL GRAPHICS 3 ,6
PN4014,PREPARATION AND PLANNING FOR TECHNOLOGY TEACHING ,6
PN4015,DESIGN AND TECHNOLOGY 2 ,6
PN4021,PROCESS TECHNOLOGY 1 (ED) ,6
PN4022,DESIGN AND TECHNOLOGY 1 (ED) ,6
PN4023,DESIGN AND COMMUNICATION GRAPHICS 3 ,6
PN4025,DESIGN AND COMMUNICATION GRAPHICS 4 ,6
PN4026,ENGINEERING DESIGN GRAPHICS 2 (C) ,6
PN4028,ENGINEERING DESIGN GRAPHICS 3 (C) ,6
PN4032,WOOD TECHNOLOGY AND DESIGN 2: WOOD SCIENCE AND ,6
PN4033,PROCESS TECHNOLOGY 2 (ED) ,6
PN4035,PROCESS TECHNOLOGY 3 (ED) ,6
PN4036,DESIGN AND COMMUNICATION GRAPHICS 5 ,6
PN4038,DESIGN AND COMMUNICATION GRAPHICS 6 ,6
PN4042,WOOD TECHNOLOGY AND DESIGN 1: PROCESSING ,6
PN4043,CLASSROOM PRACTICE IN TECHNOLOGY EDUCATION ,6
PN4045,DESIGN AND TECHNOLOGY 2 (ED) ,6
PN4046,SUBJECT PEDAGOGICS 2 (CONSTRUCTION STUDIES AND ,6
PN4048,TECHNOLOGY TEACHER AS INNOVATOR (ED) ,9
PN4053,WOOD TECHNOLOGY AND DESIGN 3: MATERIAL ,6
PN4055,WOOD TECHNOLOGY AND DESIGN 4: ADVANCED ,6
PN4056,DESIGN AND TECHNOLOGY 3 (ED) ,6
PN4058,CONSTRUCTION TECHNOLOGY 4: PROJECT AND SKILLS ,9
PN4063,CLASSROOM PRACTICE IN TECHNOLOGY EDUCATION ,6
PN4065,CONSTRUCTION TECHNOLOGY 1 ,6
PN4066,CONSTRUCTION TECHNOLOGY 2 ,6
PN4068,TECHNOLOGY TEACHER AS RESEARCHER ,6
PN4076,CONSTRUCTION TECHNOLOGY 3 ,6
PN4101,INTRODUCTION TO MATERIALS PROCESSING (ED) ,6
PN4102,PROCESS TECHNOLOGY 1 (METAL) ,6
PN4103,PROCESS TECHNOLOGY 2 (ED) ,6
PN4105,PROCESS TECHNOLOGY 3 (ED) ,6
PN4106,DESIGN AND AUTOMATION ,6
PN4111,INTRODUCTION TO MATERIAL PROCESSING ,6
PN4206,PROCESS TECHNOLOGY 4 (ED) ,6
PN4208,ENGINEERING DESIGN GRAPHICS 3 (E) ,6
PN4305,DESIGN & COMMUNICATION GRAPHICS 1 ,6
PN4306,DESIGN & COMMUNICATION GRAPHICS 2 ,6
PN4308,DESIGN & COMMUNICATION GRAPHICS 3 ,6
PN5001,TECHNICAL GRAPHICS 1 ,6
PN5002,ENGINEERING GRAPHICS ,6
PN5003,AUTOMATION AND COMPUTER AIDED MANUFACTURE FOR ,6
PN5012,PROJECT 1 ,6
PN5013,MANUFACTURING AND SERVICE SYSTEMS DESIGN FOR ,6
PN5023,ADVANCED 3D PARAMETRIC MODELLING ,6
PN5101,INTRODUCTION TO 3D PARAMETRIC MODELLING ,6
PN5102,CONSTRUCTION GRAPHICS ,6
PN5201,ELECTRONICS AND CONTROL FOR TECHNOLOGY TEACHERS ,6
PN5901,TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE ,6
PN5902,TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE 2 ,6
PN6001,GRAPHICAL EDUCATION FOR TECHNOLOGY TEACHERS ,6
PN6002,DISSERTATION 1 ,6
PN6003,SUBJECT PEDAGOGICS 3 (TECHNOLOGY EDUCATION) ,3
PN6004,SUBJECT PEDAGOGICS 3 (TECHNOLOGY EDUCATION) ,6
PN6011,SUBJECT PEDAGOGICS 1 (ENGINEERING) ,6
PN6012,SUBJECT PEDAGOGICS 2 (ENGINEERING) ,3
PN6021,SUBJECT PEDAGOGICS 1 (CONSTRUCTION) ,6
PN6022,SUBJECT PEDAGOGICS 2 (CONSTRUCTION) ,3
PR4001,INTRODUCTION TO PHYSIOTHERAPY PRACTICE 1 ,6
PR4002,ANATOMY 2 ,12
PR4003,FOUNDATIONS OF PHYSIOTHERAPY ,9
PR4004,RESEARCH PROJECT 1 ,9
PR4005,PRACTICE EDUCATION 1 - PHYSIOTHERAPY ,18
PR4006,RESEARCH PROJECT 3 ,6
PR4007,RESEARCH PROJECT 1 ,6
PR4008,RESEARCH PROJECT 2 ,9
PR4009,Research Project 2 ,6
PR4010,ANATOMY 1 ,12
PR4011,INTRODUCTION TO PHYSIOTHERAPY PRACTICE 2 ,6
PR4012,PARTICIPATION IN THE COMMUNITY 1 ,3
PR4014,NEUROMUSCULOSKELETAL CASES ,15
PR4015,PARTICIPATION IN THE COMMUNITY ,6
PR4016,CARDIO-VASCULAR PHYSIOTHERAPY ,6
PR4018,PARTICIPATION IN THE COMMUNITY 2 ,6
PR4021,RESEARCH PROJECT 2 ,3
PR4022,PHYSIOTHERAPY PRACTICE EDUCATION 4 ,18
PR4023,PHYSIOTHERAPY PRACTICE EDUCATION 2 ,18
PR4024,NEUROMUSCULOSKELETAL CASES ,12
PR4026,EXERCISE AND PARTICIPATION IN THE COMMUNITY ,9
PR4031,MULTISYSTEM CASES IN PHYSIOTHERAPY ,9
PR4032,RESEARCH METHODS FOR EDUCATION AND HEALTH ,6
PR4034,PREPARATION FOR PRACTICE EDUCATION ,3
PR4041,NEUROLOGICAL PHYSIOTHERAPY ,6
PR4051,PHYSIOTHERAPY IN RESPIRATORY CARE ,6
PR4061,FOUNDATIONS OF PHYSIOTHERAPY ,12
PR4071,PRACTICE EDUCATION 1 - PHYSIOTHERAPY ,6
PR4081,EXERCISE AND PHYSICAL ACTIVITY ,6
PR4091,PHYSIOTHERAPY PRACTICE EDUCATION 3 ,18
PR4101,CHRONIC INFLAMMATORY STATES ,6
PR4111,PHYSIOTHERAPY PRACTICE EDUCATION 1 ,18
PR4121,INTRODUCTION TO PHYSIOTHERAPY PRACTICE 1 ,12
PR4141,PREPARATION FOR PRACTICE ,6
PR6002,EXERCISE AND PARTICIPATION IN THE COMMUNITY ,9
PR6003,FOUNDATIONS OF PHYSIOTHERAPY ,12
PR6004,PARTICIPATION IN THE COMMUNITY 1 ,3
PR6008,CARDIO-VASCULAR PHYSIOTHERAPY ,6
PR6010,NEUROMUSCULOSKELETAL CASES ,15
PR6011,PHYSIOTHERAPY IN RESPIRATORY CARE ,6
PR6013,NORMAL MOVEMENT AND NEUROLOGICAL REHABILITATION ,12
PR6014,PHYSIOTHERAPY PRACTICE EDUCATION 4 ,21
PR6019,CHRONIC INFLAMMATORY STATES ,6
PR6021,MULTISYSTEM PHYSIOTHERAPY CASES ,9
PR6023,EXERCISE AND PHYSICAL ACTIVITY ,6
PR6031,PREPARATION FOR PRACTICE ,6
PR6033,PHYSIOTHERAPY PRACTICE EDUCATION 1 ,6
PR6041,PERIPHERAL ANATOMY AND FOUNDATIONS OF ,15
PR6043,PHYSIOTHERAPY PRACTICE EDUCATION 2 ,15
PR6053,PHYSIOTHERAPY PRACTICE EDUCATION 3 ,18
PR6063,PRACTICE EDUCATION 1 ,3
PR6073,PRACTICE EDUCATION 2 ,18
PS3001,APPLYING THEORY AND METHOD IN PSYCHOLOGY 1 ,6
PS3002,PSYCHOLOGY OF HEALTHCARE PRACTICE ,6
PS3011,APPLICATIONS OF PSYCHOLOGY FOR REAL LIFE ,6
PS3012,MENTAL HEALTH 2: PREVENTION AND MANAGEMENT ,18
PS3021,PRACTICAL AND RESEARCH PSYCHOLOGY 1 ,6
PS3022,PERSPECTIVES ON SOCIAL IDENTITY ,6
PS3031,APPLIED PSYCHOLOGY AND PRACTICE ,6
PS3041,PERSPECTIVES OF ABNORMAL AND CLINICAL PSYCHOLOGY ,6
PS3051,APPLICATION OF PSYCHOLOGY TO SOCIAL ISSUES ,6
PS3061,APPLYING THEORY AND METHOD IN PSYCHOLOGY 2 ,6
PS3071,PRACTICAL AND RESEARCH PSYCHOLOGY 2 ,6
PS4011,SOCIAL PSYCHOLOGY 1 ,6
PS4012,HUMAN DEVELOPMENT AND THE LIFE SPAN 1 ,6
PS4021,PSYCHOLOGY: THEORY AND METHOD 1 ,6
PS4022,PSYCHOLOGY OF THE PERSONALITY ,6
PS4023,HUMAN DEVELOPMENT AND THE LIFESPAN 2 ,6
PS4027,APPLIED PSYCHOLOGY ,6
PS4031,PSYCHOLOGY AND EVERYDAY LIFE ,6
PS4032,PSYCHOLOGY AND SOCIAL ISSUES ,6
PS4033,RESEARCH METHODS ,6
PS4034,EMPIRICAL PSYCHOLOGY 2 ,6
PS4035,BIOLOGICAL BASIS OF HUMAN BEHAVIOUR ,6
PS4037,COGNITION 1 ,6
PS4041,PRACTICAL PSYCHOLOGY 1 ,6
PS4042,PSYCHOLOGY: THEORY AND METHOD 2 ,6
PS4043,EMPIRICAL PSYCHOLOGY 1 ,6
PS4045,ADVANCED RESEARCH METHODS ,6
PS4047,SOCIAL PSYCHOLOGY 2 ,6
PS4052,PRACTICAL PSYCHOLOGY 2 ,6
PS4057,PSYCHOLOGICAL DISORDERS ,6
PS4062,INTRODUCTION TO PSYCHOLOGY APPLIED TO NURSING AND ,6
PS4067,PERSONALITY 2 ,6
PS4087,POLITICAL PSYCHOLOGY ,6
PS4097,DEVELOPMENTAL PSYCHOPATHOLOGY ,6
PS4098,COGNITION 2 ,6
PS4107,ABNORMAL AND CLINICAL PSYCHOLOGY ,6
PS4108,APPROACHES TO SOCIAL IDENTITY ,6
PS4123,PEDAGOGY AND RESEARCH IN PHYSICS EDUCATION ,6
PS4138,HEALTH PSYCHOLOGY ,6
PS4158,PSYCHOLOGY AND GENDER ,6
PS4168,ECONOMIC PSYCHOLOGY ,6
PS4188,EDUCATIONAL NEUROSCIENCE ,6
PS4197,PSYCHOLOGY FINAL YEAR PROJECT 1 ARTS AND SOCIAL ,6
PS4198,PSYCHOLOGY FINAL YEAR PROJECT 2 ARTS AND SOCIAL ,6
PS4407,FINAL YEAR PROJECT 1 (PSYCHOLOGY AND SOCIOLOGY) ,6
PS4408,FINAL YEAR PROJECT 2 (PSYCHOLOGY AND SOCIOLOGY) ,12
PS4901,EMPIRICAL PSYCHOLOGY ,6
PS4907,FINAL YEAR PROJECT 1 (PSYCHOLOGY) ,6
PS4908,FINAL YEAR PROJECT 2 (PSYCHOLOGY) ,12
PS6003,MAJOR RESEARCH PROJECT (PSYCHOLOGICAL SCIENCE) ,30
PS6013,Global Minds Summer School ,6
PS6014,INTERCULTURAL COMPETENCE: KNOWLEDGE AND SKILLS ,12
PS6022,ADVANCED EMPIRICAL PSYCHOLOGY ,6
PS6023,Global Minds Praxis ,18
PS6032,ADVANCED ANALYSIS IN PSYCHOLOGY 2 ,6
PS6033,Major Research Project 1 Global Minds (MRP1-GM) ,12
PS6034,Major Research Project 2 Global Minds (MRPS-GM) ,15
PS6035,Major Research Project 3 Global Minds (MRP3-GM) ,15
PS6041,ADVANCED RESEARCH DESIGNS IN PSYCHOLOGY ,6
PS6042,QUALITATIVE RESEARCH IN METHODS IN PSYCHOLOGY ,6
PS6051,ADVANCED ANALYSIS IN PSYCHOLOGY 1 ,6
PS6052,PROFESSIONAL SKILLS IN PSYCHOLOGY 2 ,6
PS6061,PROFESSIONAL SKILLS IN PSYCHOLOGY 1 ,6
PS6062,ADVANCED PERSPECTIVES IN SOCIAL IDENTITY RESEARCH ,6
PS6071,SOCIAL INFLUENCE AND ATTITUDE CHANGE ,6
PS6072,COMMUNITY PSYCHOLOGY ,6
PS6081,PROBLEM SOLVING AND DECISION MAKING ,6
PS6082,ADVANCED STUDIES IN POLITICAL PSYCHOLOGY ,6
PS6091,CLINICAL MODELS OF PSYCHOLOGICAL DISORDERS ,6
PS6092,METHODS OF CLINICAL DIAGNOSIS AND INTERVENTION ,6
PS6101,PERSONALITY AND INDIVIDUAL DIFFERENCES ,6
PS6102,DEVELOPMENTAL AND LIFESPAN PSYCHOLGOY ,6
PS6111,BIOLOGICAL PSYCHOLOGY ,6
PS6112,RESEARCH METHODS IN PSYCHOLOGY ,6
PS6121,ADVANCES IN HEALTH PSYCHOLOGY ,6
PS6122,COGNITION ,6
PS6131,INDEPENDENT LEARNING MODULE 1 ,3
PS6132,MIGRATION: INCLUSION AND HEALTH ,6
PS6141,INDEPENDENT LEARNING MODULE 2 ,6
PS8001,ADVANCES IN SOCIAL COGNITION ,6
PS8011,MOTIVATION AND THE SELF ,6
PS8021,COGNITIVE AND MOTIVATIONAL APPROACHES TO EMOTION ,6
PX6131,CULTURAL PSYCHOLOGY (ISCTE-IUL) ,6
PX6141,"STEREOTYPING, PREJUDICE, AND DISCRIMINATION: ",6
PX6142,PROMOTING CHANGE THROUGH SOCIAL PSYCHOLOGY (UiO) ,12
PX6151,PSYCHOLOGY OF INTERCULTURAL CONTACT AND ,6
PX6152,"HUMAN RIGHTS, DEMOCRACY AND RECONSTRUCTION AFTER ",6
PX6161,DIVERSITY AT WORK (ISCTE-IUL) ,6
PX6162,CURRENT TOPICS IN SOCIAL PSYCHOLOGY (UiO) ,6
PX6171,DIVERSITY AND INTERCULTURAL RELATIONS IN THE ,6
PX6172,SOCIAL INEQUALITY IN THE 21ST CENTURY: EGALITARIAN ,12
PX6181,ADVANCED QUANTITATIVE DATA ANALYSIS (ISCTE-IUL) ,6
PX6182,JUDGMENT AND DECISION MAKING AND SOCIAL COGNITION ,6
PX6191,QUALITATIVE DATA ANALYSIS IN PSYCHOLOGY (ISCTE-IUL) ,6
PX6192,APPLIED QUANTITATIVE METHODS (UiO) ,6
PX6201,DYNAMICAL SOCIAL PSYCHOLOGY (SWPS) ,6
PX6202,APPLIED QUALITATIVE METHODS (UiO) ,6
PX6211,PSYCHOLOGY OF ACCULTURATION AND ECONOMIC ,6
PX6221,CULTURAL DETERMINANTS OF HUMAN BEHAVIOR AND ,6
PX6231,STATISTICS AND METHODOLOGY IN CROSS-CULTURAL ,6
PX6241,INTERCULTURAL COMPETENCE TRAINING (SWPS) ,6
PX6251,DOING BUSINESS IN THE EAST AND IN THE WEST (SWPS) ,3
PX6261,ETHNIC CONFLICT & RECONCILIATION (SWPS) ,3
PY4000,CLINICAL PLACEMENT 2 ,6
PY4001,HUMAN ANATOMY 1 (UPPER EXTREMITY) ,6
PY4003,HUMAN ANATOMY 3 ,6
PY4005,PHYSIOTHERAPY STUDIES: THEORY AND CONTEXT 1 ,6
PY4006,PHYSIOTHERAPY STUDIES: THEORY AND CONTEXT 2 ,6
PY4007,PROJECT 1 ,6
PY4008,FINAL YEAR PROJECT ,12
PY4010,CLINICAL PLACEMENT 4 ,12
PY4011,PHYSICAL EDUCATION CURRICULUM AND ASSESSMENT ,6
PY4012,PHYSIOTHERAPY THEORY AND PRACTISE 1 ,12
PY4013,PHYSIOTHERAPY THEORY AND PRACTISE 2 ,6
PY4014,MUSCULOSKETAL PROBLEMS ,6
PY4015,RESEARCH METHODS FOR PHYSIOTHERAPY 1 ,6
PY4016,PSYCHOSOCIAL ASPECTS OF PHYSIOTHERAPY ,6
PY4017,IMPAIRMENT AND DISABILITY 1 ,6
PY4019,IMPAIRMENT AND DISABILITY 2 ,6
PY4021,Psychology for Physiotherapists 1 ,6
PY4022,PHYSIOLOGY AND ANATOMY ,3
PY4024,CLINICAL PLACEMENT 1 ,6
PY4025,CLINICAL PLACEMENT 3 ,6
PY4026,YOUTH SPORT AND POLICY ,6
PY4027,CLINICAL PLACEMENT 5 ,12
PY4028,CLINICAL PLACEMENT 6 ,12
PY4031,FOUNDATIONS OF TEACHING AND LEARNING PHYSICAL ,6
PY4032,APPLIED STUDIES IN GAMES / GYM ,3
PY4033,ESSENTIAL RESPIRATORY CARE ,6
PY4034,PHYSIOTHERAPY IN CLINICAL NEUROLOGY ,6
PY4035,Physiotherapy Reflective Practise 1 ,6
PY4036,RESEARCH METHODS FOR PHYSIOTHERAPY 2 ,6
PY4037,PHYSIOTHERAPY REFLECTIVE PRACTISE 2 ,6
PY4038,QUALITATIVE BIOMECHANICS ,6
PY4041,PEDAGOGY OF HEALTH RELATED ACTIVITY/AQUATICS ,3
PY4043,APPLIED STUDIES IN ATHLETICS / AQUATICS ,6
PY4044,Psychology for Physiotherapists 2 ,6
PY4045,APPLIED STUDIES IN DANCE / GAMES ,3
PY4046,PEDAGOGY OF DANCE / GYMNASTICS 2 ,3
PY4047,SHORT COURSES IN HEALTH 1 ,3
PY4048,"PEDAGOGY, EXERCISE AND CHILDREN'S HEALTH ",6
PY4051,PEDAGOGY OF OUTDOOR ADVENTURE / NET GAMES ,3
PY4052,PRE CLINICAL SKILLS ,6
PY4053,PHILOSOPHY AND AESTHETICS IN PHYSICAL EDUCATION ,6
PY4054,APPLIED STUDIES IN OUTDOOR ADVENTURE EDUCATION ,3
PY4055,SOCIOLOGICAL CONCEPTS OF TEACHING AND LEARNING IN ,3
PY4056,CASE MANAGEMENT IN HEALTHCARE 2 ,6
PY4057,PRACTICE EDUCATION 3 ,12
PY4058,APPLIED STUDIES IN ATHLETICS / OUTDOOR ADVENTURE ,6
PY4061,INTRODUCTION TO COMMUNICATION AND HUMAN ,6
PY4062,HUMAN ANATOMY 2 (LOWER EXTREMITY) ,6
PY4063,APPLIED STUDIES IN DANCE / GYM ,6
PY4064,TEACHING AND LEARNING FOR INDIVIDUALS IN PHYSICAL ,6
PY4065,INTEGRATED AND INCLUSIVE PHYSICAL EDUCATION ,6
PY4066,PSYCHOSOCIAL AND ETHICAL ISSUES IN HEALTHCARE ,6
PY4067,PRACTICE EDUCATION 4 ,12
PY4068,"PHILOSOPHY, ADVOCACY AND PHYSICAL EDUCATION ",6
PY4071,PEDAGOGY OF OUTDOOR AND ADVENTURE EDUCATION ,6
PY4072,PEDAGOGY OF INVASION GAMES 1 ,3
PY4073,PEDAGOGY OF DANCE / GYMNASTICS 1 ,3
PY4074,PEDAGOGY OF INVASION GAMES 2 ,3
PY4075,PEDAGOGY OF ATHLETICS / OUTDOOR ADVENTURE ,3
PY4076,PRACTICE EDUCATION 2B ,6
PY4078,YOUTH SPORT AND POLICY ,3
PY4081,PEDAGOGY OF INVASION GAMES ,6
PY4082,HUMAN ANATOMY 3 ,6
PY4083,PEDAGOGY OF STRIKING AND FIELDING / ATHLETICS ,3
PY4084,PEDAGOGY OF LIFETIME PHYSICAL ACTIVITIES ,3
PY4085,CASE MANAGEMENT IN HEALTHCARE 1 ,6
PY4086,PSYCHOLOGY OF MOVEMENT DEVELOPMENT FROM INFANCY ,3
PY4088,SHORT COURSES IN HEALTH 2 ,6
PY4091,COMPETITIVE TEAM AND INDIVIDUAL GAME-BASED ,6
PY4092,PHYSIOTHERAPY: THERAPY AND PRACTICE ,12
PY4093,NEUROLOGICAL PHYSIOTHERAPY ,9
PY4094,TEACHING AND LEARNING FOR INDIVIDUALS IN PHYSICAL ,3
PY4095,PHYSIOTHERAPY PRACTICE IN CONTEMPORARY HEALTHCARE ,6
PY4096,"PEDAGOGY OF STRIKING, FIELDING, NET GAMES ",6
PY4097,PROJECT 1 ,3
PY4098,PRACTICE EDUCATION 5 ,12
PY4102,INTRODUCTION TO FUNDAMENTAL MOTOR SKILLS ,3
PY4103,MUSCULOSKELETAL PHYSIOTHERAPY 1 ,6
PY4104,MUSCULOSKELETAL PHYSIOTHERAPY 2 ,6
PY4106,MOTOR LEARNING AND CHILD DEVELOPMENT WITH A FOCUS ,9
PY4108,YOUTH SPORT AND ADVOCACY ,6
PY4111,FOUNDATIONS OF MOVEMENT: MOTOR LEARNING IN ,3
PY4112,PHYSIOLOGY AND ANATOMY AND PEDAGOGY OF HRA ,6
PY4113,PREPARATION FOR PRACTICE EDUCATION ,3
PY4114,LIFESPAN DEVELOPMENT AND BEHAVIOURAL PSYCHOLOGY ,6
PY4115,PRACTICE EDUCATION 2A ,6
PY4116,SUBJECT PEDAGOGY 2 – PHYSICAL EDUCATION ,3
PY4118,"PHYSICAL ACTIVITY BEHAVIOUR, PROMOTION AND HEALTH ",3
PY4122,GAELIC GAMES ,6
PY4123,INSTRUCTIONAL ALIGNMENT IN PHYSICAL EDUCATION ,9
PY4124,PRACTICE EDUCATION 1 ,6
PY4125,"PHYSICAL ACTIVITY, HEALTH, GROWTH AND DEVELOPMENT ",6
PY4128,"POLICY & PROVISION IN PHYSICAL EDUCATION, PHYSICAL ",12
PY4132,FOUNDATIONS IN HEALTH AND PERFORMANCE FITNESS ,9
PY4133,PEDAGOGY OF DANCE AND GYMNASTICS ,6
PY4135,ADAPTED PHYSICAL ACTIVITY AND PHYSICAL EDUCATION ,3
PY4143,ADVENTURE AND WATER BASED ACTIVITIES ,6
PY4145,QUALITATIVE BIOMECHANICS FOR PHYSICAL EDUCATION ,3
PY4153,SUBJECT PEDAGOGY 1 - PHYSICAL EDUCATION ,3
PY4155,PEDAGOGY OF AQUATICS / ATHLETICS ,6
PY4163,AESTHETIC AND EXPRESSIVE ACTIVITIES ,6
PY4165,ADAPTED PHYSICAL EDUCATION AND PHYSICAL ACTIVITY ,6
PY4173,AESTHETIC AND EXPRESSIVE ACTIVITIES ,6
PY4183,ADVENTURE AND WATER BASED ACTIVITIES ,6
PY4193,MOTOR LEARNING AND CHILD DEVELOPMENT WITH A FOCUS ,9
PY4213,COMPETITIVE TEAM AND INDIVIDUAL GAME-BASED ,6
PY5001,INTRODUCTION TO THE TEACHING PROFESSION FOR ,6
PY5002,PHYSICAL EDUCATION TEACHERS AS LIFE LONG LEARNERS ,6
PY5003,PREREQUISITE INTRODUCTORY COURSE ,0
PY5011,PHYSICAL EDUCATION PEDAGOGY AND ASSESSMENT ,6
PY5012,NEUROMUSCULOSKELETAL PHYSIOTHERAPY ,6
